Iteration	Posterior	Likelihood	Prior	event_rate	extinction_mean	rate_sd	speciation_mean
324	-1559.26	-1568.12	8.86443	0.03451588	0.0001425167	0.9080327	0.09828689
325	-1558.66	-1567.83	9.17009	0.03451588	0.0001082324	0.9127496	0.09457361
326	-1557.92	-1567.76	9.83892	0.03451588	5.706168e-05	0.9512545	0.08606856
327	-1558.72	-1567.39	8.66517	0.02801202	0.0001907754	0.9512545	0.08325661
328	-1559.25	-1567.52	8.27864	0.02755907	0.0002527487	1.013067	0.08325661
329	-1558.77	-1567.48	8.71512	0.02666608	0.0001633529	1.013067	0.08325661
330	-1560.45	-1567.31	6.86539	0.02666608	0.001073104	0.9938795	0.08325661
331	-1559.9	-1567.15	7.24676	0.0185526	0.0007328483	0.9938795	0.08325661
332	-1559.77	-1567.17	7.40709	0.02284905	0.0006242874	0.9938795	0.08325661
333	-1560.63	-1567.62	6.9892	0.03144445	0.000948144	0.9938795	0.08325661
334	-1560.34	-1567.66	7.32042	0.03047789	0.00067645	1.02082	0.08003678
335	-1560.31	-1568.3	7.98828	0.03294664	0.0003259998	1.106668	0.07358534
336	-1558.92	-1567.66	8.74571	0.02134618	0.0001511016	1.106668	0.07443728
337	-1558.55	-1567.89	9.34186	0.02713397	8.616757e-05	1.106668	0.07191334
338	-1558.33	-1567.69	9.35847	0.01736263	8.616757e-05	1.106668	0.07072872
339	-1558.78	-1567.78	9.00563	0.01511274	0.0001226263	1.106668	0.07072872
340	-1558.48	-1567.78	9.30385	0.01511274	9.100503e-05	1.106668	0.07072872
341	-1558.47	-1567.89	9.42416	0.01450179	7.782269e-05	1.127919	0.07072872
342	-1558.67	-1567.73	9.0536	0.01840454	0.0001127294	1.127919	0.07072872
343	-1560.71	-1569.66	8.9437	0.03911034	0.0001127294	1.127919	0.0789446
344	-1558.64	-1567.33	8.69321	0.02427673	0.0001728432	1.024006	0.0789446
345	-1560.68	-1568.7	8.01671	0.01136183	0.0003759454	1.024006	0.07139236
346	-1560.41	-1568.95	8.54683	0.02137254	0.0001617869	1.207885	0.07139236
347	-1561.43	-1568.48	7.05098	0.01873969	0.000749405	1.207885	0.068789
348	-1562.01	-1569.91	7.90139	0.01007635	0.0003786474	1.207885	0.05816681
349	-1563.25	-1569.91	6.66926	0.01007635	0.001298193	1.207885	0.05816681
350	-1563.69	-1569.81	6.12146	0.01007635	0.002231805	1.207885	0.05851494
351	-1564.28	-1570.28	5.99609	0.007384089	0.002529899	1.207885	0.05851494
352	-1563.82	-1569.04	5.22005	0.02024056	0.004763342	1.292043	0.05851494
353	-1564.4	-1568.93	4.53104	0.01887602	0.00934879	1.292043	0.05938188
354	-1564.4	-1568.89	4.48455	0.01888476	0.00934879	1.292043	0.06220784
355	-1564	-1569.22	5.21899	0.02541324	0.004485323	1.292043	0.06220784
356	-1564.61	-1569.39	4.78393	0.02804352	0.006930055	1.292043	0.06220784
357	-1565.68	-1568.71	3.02991	0.008451784	0.04004029	1.292043	0.06220784
358	-1566.59	-1569.08	2.48724	0.01305095	0.05954319	1.292043	0.07197643
359	-1566.13	-1568.55	2.42479	0.01305095	0.07762738	1.172936	0.07197643
360	-1566.51	-1568.82	2.31356	0.02474139	0.07762738	1.172936	0.08044462
361	-1566.78	-1570.47	3.69235	0.04731803	0.0212267	1.172936	0.07410156
362	-1565.75	-1569.51	3.7531	0.0393899	0.01997565	1.172936	0.07410156
363	-1565.09	-1568.79	3.70074	0.03280075	0.02104948	1.172936	0.07410156
364	-1565.35	-1568.8	3.44963	0.03280075	0.02705805	1.172936	0.07410156
365	-1565.28	-1568.17	2.88404	0.02405971	0.04736322	1.172936	0.0745274
366	-1565.21	-1568.98	3.76656	0.03423457	0.01959586	1.172936	0.0745274
367	-1564.91	-1568.98	4.06761	0.03874511	0.01762266	1.058443	0.0745274
368	-1563.61	-1567.46	3.85009	0.01509326	0.01921742	1.058443	0.08494944
369	-1563.06	-1567.31	4.25629	0.01673906	0.01422353	1.075057	0.07432823
370	-1563.17	-1567.25	4.07823	0.01673906	0.01685334	1.075057	0.07495544
371	-1564.55	-1567.7	3.15643	0.01673906	0.04236621	1.075057	0.07495544
372	-1565.03	-1567.73	2.70495	0.01251145	0.06298712	1.107307	0.07495544
373	-1565.52	-1568.19	2.67219	0.02295641	0.06298712	1.107307	0.07745169
374	-1565.78	-1568.37	2.59178	0.0287339	0.06298712	1.107307	0.08393646
375	-1565.65	-1568.9	3.24861	0.02749146	0.03117817	1.107307	0.08792187
376	-1564.82	-1568.79	3.97593	0.0355584	0.01762825	0.8104006	0.1245611
377	-1563.68	-1569	5.31354	0.04262676	0.006909165	0.5748788	0.1245611
378	-1563.84	-1568.92	5.07838	0.04262676	0.007936636	0.5420323	0.145072
379	-1564.85	-1569.07	4.21876	0.04140815	0.01485583	0.678731	0.145072
380	-1564.51	-1569.32	4.8114	0.03147757	0.007200967	0.7559964	0.145072
381	-1562.38	-1566.81	4.42814	0.02367583	0.01325544	0.6226934	0.145072
382	-1563.32	-1566.77	3.451	0.02367583	0.03209607	0.8104484	0.1156318
383	-1563.72	-1567.03	3.31163	0.01967259	0.03565067	0.8104484	0.1196709
384	-1563.84	-1567.33	3.49295	0.02362644	0.02973872	0.8104484	0.1196709
385	-1567.09	-1569.39	2.30449	0.04608885	0.09760317	0.8104484	0.1196709
386	-1562.89	-1565.82	2.92492	0.01696593	0.05941528	0.7226016	0.1227596
387	-1563.17	-1565.97	2.79854	0.01228252	0.06741956	0.7226016	0.1227596
388	-1564.19	-1567.06	2.87553	0.03595805	0.06242313	0.7226016	0.1227596
389	-1564.33	-1567.18	2.84502	0.03595805	0.06242313	0.6745607	0.1373489
390	-1564.22	-1566.76	2.54278	0.02227447	0.0820688	0.5278138	0.1814479
391	-1564.34	-1566.98	2.63923	0.0257161	0.07651856	0.51229	0.1814479
392	-1563.19	-1566	2.81181	0.01054957	0.06438968	0.51229	0.1814479
393	-1563.94	-1566.99	3.05507	0.004440453	0.05694427	0.4415797	0.1814479
394	-1563.18	-1565.92	2.73677	0.007596292	0.0756403	0.4415797	0.187795
395	-1564.62	-1567.12	2.49049	0.01354921	0.07726208	0.5933217	0.181652
396	-1563.04	-1565.78	2.74309	0.01354921	0.07726208	0.4449433	0.181652
397	-1565.37	-1568.36	2.98564	0.009661292	0.07726208	0.3024703	0.181652
398	-1564.83	-1568.19	3.35696	0.01433252	0.05264433	0.3097083	0.181652
399	-1565.2	-1568.46	3.26033	0.007384963	0.05746439	0.2841467	0.191451
400	-1566.98	-1569.95	2.97394	0.005268901	0.08223986	0.2418026	0.191451
401	-1565.01	-1567.74	2.73065	0.01026787	0.08223986	0.2674132	0.2337675
402	-1565.23	-1568.14	2.90999	0.0145571	0.08223986	0.2787901	0.191639
403	-1563.42	-1566.17	2.74829	0.0145571	0.08223986	0.3964864	0.1843703
404	-1563.25	-1566.65	3.39772	0.0145571	0.03840142	0.4623469	0.1843703
405	-1562.15	-1566.88	4.72605	0.01683794	0.01106817	0.5219771	0.1531038
406	-1563.02	-1567.77	4.7415	0.02174416	0.01245463	0.472566	0.1457313
407	-1561.75	-1566.87	5.11397	0.02174416	0.006692456	0.6357476	0.1415432
408	-1566.25	-1573.51	7.25944	0.04833402	0.001158439	0.6357476	0.09568297
409	-1562.21	-1568.84	6.62495	0.03901942	0.001867317	0.5919028	0.1206318
410	-1558.35	-1567.06	8.71814	0.01684263	0.0001813617	0.7320452	0.1206318
411	-1558.75	-1568.28	9.52804	0.04028842	8.131631e-05	0.6895887	0.1286729
412	-1557.63	-1567.63	10.0029	0.03294898	5.057646e-05	0.6895887	0.1286729
413	-1555.96	-1567.99	12.0301	0.03294898	8.030216e-06	0.6198981	0.1201851
414	-1556.21	-1568.25	12.0462	0.02184317	7.187758e-06	0.5126991	0.1585805
415	-1557.31	-1569.12	11.8076	0.02226369	7.187758e-06	0.6272408	0.1656387
416	-1556.58	-1568.55	11.9706	0.02226369	8.404659e-06	0.4739764	0.1562239
417	-1558.43	-1568.86	10.4253	0.03044667	3.665347e-05	0.5166297	0.1562239
418	-1558.49	-1568.14	9.64428	0.01539517	9.336773e-05	0.5166297	0.1339247
419	-1557.2	-1567.03	9.82853	0.01999984	6.018827e-05	0.7415887	0.1178158
420	-1561.53	-1569.31	7.77773	0.05382319	0.0004665607	0.7432858	0.1178158
421	-1559.02	-1567.77	8.75288	0.03704124	0.0001880774	0.7432858	0.1102234
422	-1562.29	-1569.38	7.09164	0.04260824	0.0007952265	0.8294074	0.1185527
423	-1560.58	-1567.7	7.12004	0.02983695	0.001082847	0.6313809	0.1185527
424	-1561.66	-1567.39	5.72713	0.01111253	0.003603149	0.6285156	0.1441608
425	-1561.99	-1567.8	5.8068	0.008315577	0.003603149	0.65256	0.127783
426	-1559.88	-1566.86	6.98005	0.0158876	0.00106458	0.6795629	0.127783
427	-1558.24	-1567.39	9.15076	0.0168833	0.000140253	0.6795629	0.1106656
428	-1557.92	-1567.15	9.23306	0.01835845	0.0001249045	0.6992999	0.1106656
429	-1562.64	-1569.73	7.09051	0.0396702	0.001235773	0.6115711	0.1106656
430	-1562.48	-1568.2	5.71646	0.03630316	0.003651453	0.640836	0.1407953
431	-1561.26	-1567.46	6.19765	0.01525406	0.002552248	0.5239083	0.1519156
432	-1564.56	-1569.3	4.74423	0.01525406	0.009706075	0.4687031	0.1877207
433	-1563.93	-1570.16	6.23297	0.01525406	0.002190246	0.4687031	0.1877207
434	-1564.01	-1571.77	7.75279	0.01525406	0.0006167008	0.3385839	0.1820055
435	-1564.68	-1571.43	6.75467	0.01149592	0.001673206	0.3385839	0.1820055
436	-1562.22	-1568.33	6.11073	0.01149592	0.003089325	0.4659831	0.1510919
437	-1563.83	-1566.29	2.45406	0.01121124	0.1036342	0.4659831	0.17445
438	-1563.81	-1566.1	2.28933	0.01025359	0.1127095	0.4659831	0.1891274
439	-1564.15	-1566.5	2.3497	0.01110528	0.1127095	0.4919152	0.1703589
440	-1564.84	-1567.5	2.65934	0.01110528	0.06318228	0.6500161	0.1703589
441	-1563.12	-1566.15	3.02852	0.01110528	0.06318228	0.4160241	0.1754007
442	-1563.93	-1567.71	3.77676	0.01929884	0.02880197	0.4160241	0.1820742
443	-1562.59	-1566.4	3.81489	0.0187803	0.02880197	0.4959423	0.1529682
444	-1563.15	-1567.98	4.82261	0.0187803	0.01147182	0.4447402	0.1529682
445	-1563.26	-1567.03	3.77448	0.0187803	0.03243036	0.4499809	0.1529682
446	-1562.55	-1566.31	3.76288	0.01900022	0.02997595	0.5030267	0.1529682
447	-1562.46	-1566.62	4.15666	0.01900022	0.02004305	0.5030267	0.1543102
448	-1562.92	-1566.13	3.21497	0.01900022	0.05139647	0.5030267	0.1543102
449	-1562.61	-1566.2	3.58445	0.01174734	0.03551978	0.5030267	0.1543102
450	-1562.88	-1566.16	3.28442	0.01174734	0.04794821	0.5030267	0.1543102
451	-1563.07	-1565.76	2.68176	0.01174734	0.08036141	0.4570409	0.1819063
452	-1563.62	-1566.73	3.10188	0.01698658	0.04710116	0.5240773	0.1819063
453	-1563.68	-1566.92	3.24031	0.01698658	0.04563315	0.4285319	0.1923615
454	-1564.54	-1567.25	2.70669	0.006761528	0.06802734	0.4186984	0.2237366
455	-1564.45	-1567.36	2.91028	0.009186159	0.06802734	0.304806	0.2215755
456	-1570.93	-1573.54	2.61011	0.03952641	0.06802734	0.481129	0.2215755
457	-1562.97	-1565.85	2.87761	0.01307	0.06802734	0.4982841	0.1646884
458	-1562.58	-1565.96	3.38082	0.01307	0.03948806	0.5857524	0.1477987
459	-1562.51	-1565.9	3.38669	0.01563071	0.03948806	0.582307	0.1477987
460	-1562.52	-1565.88	3.36318	0.01563071	0.03948806	0.582307	0.1513134
461	-1564.8	-1568.36	3.56244	0.04367133	0.03235405	0.582307	0.1513134
462	-1562.53	-1567.39	4.85418	0.02608916	0.008890646	0.582307	0.1513134
463	-1562.01	-1566.96	4.94676	0.01747733	0.008890646	0.5279271	0.1513134
464	-1563.02	-1565.87	2.84491	0.01747733	0.06585573	0.5167876	0.1703244
465	-1564.89	-1567.8	2.91029	0.01747733	0.06585573	0.3387385	0.2160322
466	-1563.9	-1566.66	2.7655	0.006861708	0.0690654	0.3958399	0.2160322
467	-1565.57	-1568.34	2.76861	0.0224895	0.0690654	0.394012	0.2160322
468	-1563.3	-1566.23	2.93114	0.01478729	0.0690654	0.377326	0.1889169
469	-1563.27	-1566.11	2.8396	0.007931281	0.07310503	0.3977018	0.1889169
470	-1567.53	-1569.51	1.97731	0.007508265	0.08278196	0.6394317	0.2618482
471	-1566.42	-1568.62	2.20872	0.01053889	0.08278196	0.5743939	0.2320781
472	-1565.86	-1568.37	2.50076	0.009087628	0.06181696	0.5743939	0.2320781
473	-1565.74	-1568.77	3.02623	0.009087628	0.03923682	0.5498539	0.2254151
474	-1563.56	-1567.31	3.7429	0.009087628	0.03288234	0.4147022	0.1653448
475	-1564.2	-1568.01	3.81454	0.0121628	0.03288234	0.3726181	0.1653448
476	-1564.7	-1567.97	3.26732	0.02749721	0.05536202	0.3726181	0.1697457
477	-1569.88	-1571.48	1.59265	0.03487586	0.2164358	0.3726181	0.2317284
478	-1567.62	-1569.63	2.00874	0.03487586	0.1427655	0.3726181	0.2317284
479	-1564.35	-1566.9	2.5468	0.01200799	0.08866172	0.3363875	0.2317284
480	-1568.23	-1570.9	2.67253	0.03218111	0.08866172	0.2678343	0.2296455
481	-1566.14	-1568.61	2.47171	0.02469498	0.1083807	0.2678343	0.2296455
482	-1564.29	-1566.54	2.2427	0.01222574	0.11771	0.3538523	0.2296455
483	-1563.45	-1566.21	2.76909	0.01222574	0.08109393	0.4091174	0.1792304
484	-1564.55	-1567.32	2.76287	0.03102355	0.08109393	0.4091174	0.1803497
485	-1565.8	-1567.98	2.17964	0.03102355	0.1327157	0.4623512	0.1803497
486	-1565.42	-1567.93	2.50462	0.03243452	0.1051011	0.3492597	0.1994849
487	-1565.88	-1568.37	2.48945	0.02898452	0.1051011	0.3051195	0.2183393
488	-1566.88	-1569.7	2.8184	0.02898452	0.07516678	0.3087977	0.2183393
489	-1564.93	-1567.48	2.55058	0.02001458	0.07516678	0.5526079	0.1884444
490	-1563.68	-1566.67	2.99171	0.02001458	0.06007595	0.4125442	0.1925241
491	-1563.75	-1567.33	3.58063	0.02001458	0.03169909	0.4757384	0.1818241
492	-1563.38	-1565.89	2.51394	0.01270842	0.09301112	0.4700186	0.1818241
493	-1563.03	-1565.73	2.69631	0.01270842	0.07750552	0.4700186	0.1818241
494	-1563.29	-1567.72	4.42841	0.01097651	0.01225311	0.620996	0.1573514
495	-1566.47	-1570.2	3.73367	0.02229208	0.01633787	0.8600884	0.1573514
496	-1564.4	-1568.59	4.19923	0.02358601	0.01360685	0.6940613	0.1573514
497	-1561.37	-1566.83	5.45569	0.02358601	0.004829335	0.6940613	0.126203
498	-1560.04	-1566.97	6.92872	0.01939525	0.001215119	0.6940613	0.1149757
499	-1560.47	-1566.87	6.40246	0.01939525	0.001829417	0.6960578	0.1288221
500	-1559.13	-1566.95	7.82316	0.0169455	0.0004786817	0.6960578	0.11892
501	-1559.72	-1568.68	8.96803	0.04642321	0.0001601312	0.6960578	0.1131392
502	-1559.21	-1568.48	9.27392	0.0225521	8.454383e-05	0.8204224	0.1277059
503	-1556.65	-1567.33	10.6863	0.0225521	3.037476e-05	0.6376702	0.1181677
504	-1557.8	-1567.46	9.66123	0.03208826	7.217104e-05	0.7137055	0.1217942
505	-1559.76	-1567.89	8.13519	0.03850169	0.0003508195	0.7539285	0.107626
506	-1558.71	-1568.11	9.39883	0.01087582	0.0001022058	0.8556574	0.08780561
507	-1556.49	-1567.86	11.3721	0.01087582	1.386145e-05	0.8556574	0.0899948
508	-1556.23	-1567.8	11.5736	0.01087582	1.042697e-05	0.8556574	0.09780338
509	-1557.87	-1568.02	10.144	0.009570299	4.631877e-05	0.8556574	0.09196528
510	-1556.19	-1567.02	10.8357	0.01929313	2.320504e-05	0.8556574	0.091915
511	-1553.77	-1567.19	13.4249	0.01767996	1.604634e-06	0.8557483	0.09978382
512	-1553.56	-1567.22	13.6591	0.02669406	1.307719e-06	0.7700527	0.1120904
513	-1555.54	-1568.65	13.1055	0.03444899	1.956323e-06	0.8013277	0.1235742
514	-1558.15	-1569.27	11.1162	0.04790601	1.520586e-05	0.7920336	0.1180792
515	-1556.66	-1567.62	10.9606	0.01920121	2.254235e-05	0.7920336	0.09306509
516	-1556.07	-1567.84	11.7668	0.02313201	7.556394e-06	0.7566572	0.1316639
517	-1555.33	-1567.56	12.2301	0.02313201	6.397575e-06	0.7566572	0.09785589
518	-1553.6	-1567.03	13.4307	0.02404727	1.717016e-06	0.7566572	0.1097441
519	-1554.7	-1568.64	13.936	0.03864782	1.206714e-06	0.674496	0.1083581
520	-1554.38	-1567.27	12.8936	0.01466319	3.252028e-06	0.6389567	0.1211453
521	-1554.58	-1568.37	13.796	0.01134021	1.42467e-06	0.6389567	0.1121531
522	-1555.38	-1567.43	12.0526	0.01863213	6.130208e-06	0.6675932	0.1419175
523	-1556.58	-1568.93	12.3546	0.01260169	6.130208e-06	0.4408891	0.154343
524	-1556.28	-1568.58	12.3049	0.01069324	6.130208e-06	0.4700911	0.154343
525	-1555.74	-1569.65	13.9152	0.01069324	1.058045e-06	0.4700911	0.1786932
526	-1555.88	-1568.58	12.7004	0.01483731	4.454123e-06	0.4700911	0.1430293
527	-1557.11	-1568.64	11.5291	0.02115609	1.437019e-05	0.4700911	0.1430293
528	-1559.27	-1569.79	10.5178	0.04834422	3.002341e-05	0.6313526	0.1430293
529	-1555.97	-1567.71	11.7358	0.02751124	8.502286e-06	0.670667	0.1397273
530	-1553.94	-1567.3	13.354	0.02145421	2.089103e-06	0.670667	0.112741
531	-1553.36	-1567.02	13.6649	0.02145421	1.286703e-06	0.670667	0.1341392
532	-1554.4	-1567.07	12.6637	0.02477717	3.931402e-06	0.670667	0.1194846
533	-1554.16	-1567.27	13.1102	0.0227184	2.181606e-06	0.670667	0.1377713
534	-1553.32	-1567.25	13.9302	0.01487654	1.134604e-06	0.670667	0.1166701
535	-1554.55	-1568.11	13.5596	0.03956685	1.62586e-06	0.6734331	0.1173867
536	-1559	-1570.62	11.6206	0.03956685	8.460481e-06	0.6734331	0.1568348
537	-1555.99	-1569.87	13.875	0.03956685	1.125134e-06	0.5342649	0.1568348
538	-1556.15	-1569.74	13.5975	0.0303392	1.125134e-06	0.6972353	0.1568348
539	-1557.76	-1569.72	11.9552	0.01863378	6.962842e-06	0.513213	0.1791255
540	-1557.02	-1569.09	12.0679	0.0151892	4.970288e-06	0.7089014	0.1606797
541	-1559.48	-1571.03	11.5521	0.00726648	4.970288e-06	1.011893	0.1606797
542	-1557.33	-1570.29	12.9599	0.02123648	1.397462e-06	1.034972	0.1344447
543	-1555.1	-1567.87	12.764	0.02123648	2.758054e-06	0.7765291	0.1286504
544	-1553.75	-1567.23	13.4741	0.014357	1.791114e-06	0.6497013	0.1208577
545	-1554.79	-1567.65	12.8612	0.014357	3.398246e-06	0.7447914	0.1000052
546	-1555.78	-1567.62	11.8382	0.03314526	8.855875e-06	0.7830716	0.1000052
547	-1556.21	-1568.14	11.9312	0.01497573	9.419902e-06	0.5996787	0.117058
548	-1555.42	-1567.16	11.7467	0.01497573	9.232983e-06	0.7286352	0.1153242
549	-1554.45	-1567.76	13.3141	0.02858553	2.190938e-06	0.7162993	0.1035221
550	-1554.13	-1567.13	12.993	0.02583644	2.803776e-06	0.7162993	0.1115212
551	-1554.63	-1568.66	14.0273	0.02735515	1.082755e-06	0.4870016	0.1516809
552	-1556.6	-1569.66	13.0595	0.01115862	3.322957e-06	0.4870016	0.1300813
553	-1555.69	-1569.35	13.663	0.01997928	1.364472e-06	0.4870016	0.1732616
554	-1557.5	-1569.29	11.7878	0.01255249	6.555547e-06	0.6665078	0.1732616
555	-1553.91	-1566.81	12.9046	0.01836029	2.8957e-06	0.6665078	0.1283983
556	-1555.39	-1566.93	11.5365	0.01551679	1.170919e-05	0.6665078	0.1247164
557	-1557.55	-1567.26	9.71271	0.02963033	7.254441e-05	0.6665078	0.1247164
558	-1558.04	-1567.25	9.21024	0.02963033	0.0001176818	0.6774808	0.1247164
559	-1558.22	-1568.07	9.8445	0.02045604	5.265462e-05	0.6774808	0.1478231
560	-1557.64	-1568.69	11.0561	0.03291444	2.278147e-05	0.5658017	0.1230233
561	-1556.03	-1567.09	11.0629	0.017403	1.941351e-05	0.7477621	0.105188
562	-1555.75	-1567.33	11.5764	0.017403	1.258604e-05	0.5749324	0.1302993
563	-1555.13	-1567.18	12.0515	0.017403	7.045977e-06	0.5749324	0.1447373
564	-1558.08	-1569.22	11.1448	0.02199091	1.484356e-05	0.5749324	0.1701224
565	-1555.85	-1567.17	11.323	0.01468374	1.484356e-05	0.5745848	0.1424314
566	-1558.5	-1568.67	10.1633	0.03867318	4.733514e-05	0.5745848	0.1424314
567	-1560.5	-1570.54	10.0418	0.03867318	3.752715e-05	0.7714352	0.1451025
568	-1558.59	-1569.01	10.417	0.03867318	3.84127e-05	0.5373296	0.1451025
569	-1561.12	-1570.3	9.18757	0.02840596	0.0001663833	0.4771384	0.126909
570	-1558.37	-1567.27	8.89829	0.01368686	0.0001663833	0.5708786	0.1444837
571	-1563.36	-1570.46	7.0998	0.01368686	0.001053886	0.4019027	0.1837121
572	-1563.24	-1569.6	6.3644	0.01521884	0.001475103	0.6363705	0.1837121
573	-1563.58	-1568.72	5.13846	0.01521884	0.005471867	0.6363705	0.1687506
574	-1561.59	-1566.84	5.24511	0.01521884	0.006488338	0.5593422	0.1458411
575	-1562.2	-1566.19	3.98879	0.01848593	0.02278994	0.5593422	0.1458411
576	-1562.65	-1566.23	3.57551	0.01848593	0.03619326	0.5303993	0.1458411
577	-1564.44	-1568.52	4.07579	0.04474709	0.02062114	0.5669853	0.1458411
578	-1565.41	-1568.6	3.1931	0.04474709	0.04298768	0.6539745	0.1458411
579	-1564.33	-1567.79	3.4556	0.01532592	0.04298768	0.6539745	0.1121697
580	-1563.59	-1566.99	3.39979	0.01532592	0.04298768	0.6867604	0.1121697
581	-1564.31	-1567.85	3.53352	0.01532592	0.02661682	0.6867604	0.1584836
582	-1562.57	-1567.66	5.09193	0.01532592	0.008472408	0.4704221	0.1514508
583	-1563.04	-1566.72	3.68445	0.02454778	0.02857509	0.5530214	0.159399
584	-1562.96	-1566.7	3.744	0.02476386	0.02857509	0.5180385	0.159399
585	-1562.54	-1566.25	3.70925	0.02277687	0.02857509	0.5912007	0.1457096
586	-1561.97	-1567.01	5.04755	0.02277687	0.008058289	0.5486335	0.1457096
587	-1562.38	-1566.71	4.33007	0.02277687	0.01432808	0.6974341	0.1303535
588	-1565.86	-1569.82	3.96352	0.01167226	0.01398795	0.9268612	0.1303535
589	-1566.93	-1570.1	3.16293	0.01167226	0.02894823	0.9699062	0.1303535
590	-1565.07	-1568.78	3.70276	0.05470847	0.02894823	0.6794131	0.1245805
591	-1564.47	-1569.15	4.68458	0.05470847	0.0101496	0.8342715	0.1022655
592	-1564.52	-1569.62	5.10609	0.05609707	0.006247604	0.8717048	0.1022655
593	-1561.29	-1567.03	5.74258	0.0187614	0.003435994	0.7392037	0.1232916
594	-1562.91	-1567.58	4.67135	0.03756807	0.01121098	0.6737882	0.1232916
595	-1561.7	-1566.62	4.92293	0.01806855	0.00871586	0.6738886	0.1232916
596	-1562.6	-1568.17	5.56902	0.02853546	0.005322176	0.6738886	0.105818
597	-1562.34	-1568.17	5.8314	0.03064239	0.004045819	0.6808312	0.105818
598	-1561.28	-1567.79	6.51489	0.0225991	0.002058235	0.6590719	0.1089744
599	-1562.22	-1568.81	6.59119	0.0225991	0.002058235	0.6111326	0.1095551
600	-1563.37	-1568.19	4.82579	0.04468109	0.009265891	0.7885677	0.1051374
601	-1563.18	-1566.37	3.18601	0.01620262	0.0477569	0.7885677	0.1051374
602	-1565.06	-1568.47	3.40936	0.01620262	0.0292341	0.9165197	0.1104842
603	-1564.6	-1566.69	2.08412	0.01620262	0.1100109	0.9165197	0.1104842
604	-1564.54	-1566.79	2.25257	0.005551821	0.1100109	0.7916542	0.1154682
605	-1564.55	-1566.8	2.25257	0.005418478	0.1100109	0.7916542	0.1154682
606	-1564.82	-1567.07	2.25257	0.003375713	0.1100109	0.7916542	0.1154682
607	-1564.2	-1566.42	2.22416	0.007677759	0.1100109	0.7916542	0.1187959
608	-1565.6	-1567.64	2.04093	0.02259089	0.1100109	0.8992814	0.1187959
609	-1565.14	-1567.23	2.09226	0.02259089	0.1100109	0.8691296	0.1187959
610	-1565.86	-1567.96	2.09226	0.02888041	0.1100109	0.8691296	0.1187959
611	-1565.69	-1567.79	2.09226	0.002497718	0.1100109	0.8691296	0.1187959
612	-1565.69	-1567.79	2.09226	0.002497718	0.1100109	0.8691296	0.1187959
613	-1564.17	-1566.39	2.21907	0.007972272	0.1100109	0.7946419	0.1187959
614	-1564.41	-1566.63	2.21907	0.01553393	0.1100109	0.7946419	0.1187959
615	-1564.39	-1566.6	2.21346	0.01553393	0.1100109	0.7979406	0.1187959
616	-1564.2	-1566.38	2.17705	0.01471598	0.1100109	0.7979406	0.1232009
617	-1566	-1567.98	1.98358	0.01471598	0.1100109	0.911585	0.1232009
618	-1565.66	-1567.66	2.00492	0.01471598	0.1100109	0.8990505	0.1232009
619	-1563.28	-1566.92	3.63957	0.009776898	0.02814382	0.8990505	0.09391692
620	-1564.94	-1569.51	4.56659	0.04963291	0.01005165	0.8990505	0.1040616
621	-1563.52	-1567.53	4.01043	0.01827586	0.01782384	0.8349262	0.1141494
622	-1563.73	-1566.72	2.9882	0.01827586	0.05641661	0.8347965	0.1002567
623	-1562.88	-1566.39	3.50719	0.02546393	0.03229591	0.8576082	0.1002567
624	-1564.12	-1568.83	4.70707	0.02082833	0.01310821	0.682454	0.1002567
625	-1562.09	-1567.16	5.07301	0.0305849	0.007178303	0.682454	0.1269726
626	-1562.94	-1567.19	4.25714	0.009812298	0.0167734	0.682454	0.1228681
627	-1564.58	-1567.62	3.04664	0.00757926	0.05945678	0.682454	0.116298
628	-1563.53	-1567.21	3.67661	0.01363924	0.03398722	0.6409219	0.116298
629	-1564.85	-1567.68	2.83453	0.02809563	0.07386257	0.6409219	0.1242146
630	-1565.17	-1567.8	2.62542	0.02809563	0.07710455	0.8526755	0.1022761
631	-1563.85	-1567.4	3.5508	0.02809563	0.03350717	0.8526755	0.09328884
632	-1563.22	-1566.64	3.41941	0.02809563	0.03350717	0.8526755	0.1063876
633	-1562.8	-1566.23	3.42499	0.01648357	0.03350717	0.8526755	0.1057954
634	-1562.68	-1566.23	3.55208	0.01894121	0.03350717	0.7780247	0.1057954
635	-1561.92	-1569.98	8.06345	0.01894121	0.0002154796	0.7780247	0.1806903
636	-1556.72	-1567.31	10.5919	0.02071413	3.284245e-05	0.556374	0.1379409
637	-1554.6	-1567.25	12.6443	0.02866645	3.640401e-06	0.7181224	0.1213475
638	-1556.2	-1567.25	11.0424	0.02866645	1.80665e-05	0.7181224	0.1213475
639	-1554.86	-1567.15	12.2946	0.01443957	5.259991e-06	0.7181224	0.119148
640	-1556.14	-1567.43	11.2978	0.02612042	1.640985e-05	0.6353389	0.119148
641	-1556.41	-1567.74	11.333	0.02612042	1.640985e-05	0.6353389	0.1150248
642	-1554.71	-1566.88	12.1651	0.02100745	6.162053e-06	0.6353389	0.1332925
643	-1556.16	-1567.46	11.2989	0.03057722	1.465242e-05	0.6353389	0.1332925
644	-1558.47	-1568.62	10.1475	0.03057722	3.68004e-05	0.7707007	0.1332925
645	-1563.78	-1566.26	2.47698	0.008875342	0.08472907	0.7288948	0.1332925
646	-1565.41	-1567.68	2.27172	0.008875342	0.08472907	0.9683702	0.1088662
